Grid,Japanese (Kanji),Japanese (Hiragana),Romanized Japanese,Longitude,Latitude,Classification
5436,九頭竜川,くずりゅうがわ,Kuzuryu Gawa,136゜ 08’,36゜ 11’,River
4930,経ヶ岳,きょうがだけ,Kyogadake,130゜ 04’,32゜ 59’,Mountain
5436,経ヶ岳,きょうがだけ,Kyogadake,136゜ 37’,36゜ 02’,Mountain
5335,経ヶ岬,きょうがみさき,Kyogamisaki,135゜ 13’,35゜ 46’,Cape
5337,経ヶ岳,きょうがたけ,Kyogatake,137゜ 51’,35゜ 54’,Mountain
6440,京極町,きょうごくちょう,Kyogoku Cho,140゜ 53’,42゜ 51’,Municipality
4830,京町,きょうまち,Kyomachi,130゜ 45’,32゜ 02’,Populated area
5239,鋸南町,きょなんまち,Kyonan Machi,139゜ 50’,35゜ 06’,Municipality
5235,京田辺市,きょうたなべし,Kyotanabe Shi,135゜ 46’,34゜ 48’,Municipality
5235,京丹波町,きょうたんばちょう,Kyotanba Cho,135゜ 25’,35゜ 09’,Municipality
5335,京丹後市,きょうたんごし,Kyotango Shi,135゜ 03’,35゜ 37’,Municipality
5235,京都府,きょうとふ,Kyoto Fu,135゜ 45’,35゜ 01’,Municipality
5235,京都市,きょうとし,Kyoto Shi,135゜ 46’,35゜ 00’,Municipality
6440,共和町,きょうわちょう,Kyowa Cho,140゜ 36’,42゜ 58’,Municipality
5031,経読岳,きょうよみだけ,Kyoyomi Dake,131゜ 01’,33゜ 31’,Mountain
6039,久六島,きゅうろくじま,Kyuroku Jima,139゜ 30’,40゜ 31’,Island
4831,九州山地,きゅうしゅうさんち,Kyushu Sanchi,131゜ 09’,32゜ 24’,Extensive natural featur
,九州・パラオ海嶺,きゅうしゅうぱらおかいれい,Kyushu-Parao Kairei,135゜ 58’,27゜ 30’,Undersea feature
6041,馬淵川,まべちがわ,Mabechi Gawa,141゜ 30’,40゜ 32’,River
5339,町田市,まちだし,Machida Shi,139゜ 26’,35゜ 32’,Municipality
5029,馬渡島,まだらしま,Madara Shima,129゜ 45’,33゜ 34’,Island
5538,斑尾山,まだらおやま,Madarao Yama,138゜ 16’,36゜ 50’,Mountain
5030,前原市,まえばるし,Maebaru Shi,130゜ 11’,33゜ 33’,Municipality
5439,前橋市,まえばしし,Maebashi Shi,139゜ 03’,36゜ 23’,Municipality
4429,前岳,まえだけ,Maedake,129゜ 55’,29゜ 57’,Mountain
3927,前島,まえしま,Maeshima,127゜ 26’,26゜ 12’,Island
4630,馬毛島,まげしま,Mage Shima,130゜ 51’,30゜ 44’,Island
4042,孫島,まごじま,Mago Jima,142゜ 11’,27゜ 11’,Island
5940,真昼岳,まひるだけ,Mahiru Dake,140゜ 40’,39゜ 26’,Mountain
5236,米原市,まいばらし,Maibara Shi,136゜ 17’,35゜ 18’,Municipality
5841,米谷,まいや,Maiya,141゜ 17’,38゜ 41’,Populated area
5335,舞鶴市,まいづるし,Maizuru Shi,135゜ 23’,35゜ 28’,Municipality
5238,牧之原市,まきのはらし,Makinohara Shi,138゜ 13’,34゜ 44’,Municipality
6440,真狩村,まっかりむら,Makkari Mura,140゜ 48’,42゜ 45’,Municipality
6443,幕別町,まくべつちょう,Makubetsu Cho,143゜ 21’,42゜ 54’,Municipality
5333,枕木山,まくらぎさん,Makuragi San,133゜ 07’,35゜ 32’,Mountain
4630,枕崎市,まくらざきし,Makurazaki Shi,130゜ 17’,31゜ 16’,Municipality
5840,真室川町,まむろがわまち,Mamurogawa Machi,140゜ 15’,38゜ 51’,Municipality
5239,真鶴町,まなづるまち,Manazuru Machi,139゜ 08’,35゜ 09’,Municipality
5239,真鶴岬,まなづるみさき,Manazuru Misaki,139゜ 09’,35゜ 08’,Cape
,満月海盆,まんげつかいぼん,Mangetsu Kaibon,135゜ 55’,22゜ 55’,Undersea feature
5233,真庭市,まにわし,Maniwa Shi,133゜ 41’,35゜ 05’,Municipality
5133,まんのう町,まんのうちょう,Manno Cho,133゜ 50’,34゜ 11’,Municipality
5641,真野川,まのがわ,Mano Gawa,141゜ 01’,37゜ 40’,River
5638,真野湾,まのわん,Mano Wan,138゜ 17’,37゜ 58’,Sea Area
4730,万之瀬川,まのせがわ,Manose Gawa,130゜ 16’,31゜ 26’,River
6543,丸山,まるやま,Maru Yama,143゜ 01’,43゜ 25’,Mountain
5133,丸亀市,まるがめし,Marugame Shi,133゜ 47’,34゜ 17’,Municipality
5640,丸森町,まるもりまち,Marumori Machi,140゜ 45’,37゜ 54’,Municipality
5334,円山川,まるやまがわ,Maruyama Gawa,134゜ 48’,35゜ 34’,River
5032,松前町,まさきちょう,Masaki Cho,132゜ 42’,33゜ 47’,Municipality
6541,増毛町,ましけちょう,Mashike Cho,141゜ 31’,43゜ 51’,Municipality
4930,益城町,ましきまち,Mashiki Machi,130゜ 48’,32゜ 47’,Municipality
5440,益子町,ましこまち,Mashiko Machi,140゜ 05’,36゜ 28’,Municipality
6544,摩周湖,ましゅうこ,Mashu Ko,144゜ 32’,43゜ 35’,Lake
5231,益田市,ますだし,Masuda Shi,131゜ 50’,34゜ 40’,Municipality
5338,増穂町,ますほちょう,Masuho Cho,138゜ 27’,35゜ 33’,Municipality
,まつ海山,まつかいざん,Matsu Kaizan,138゜ 10’,39゜ 32’,Undersea feature
4929,松島,まつしま,Matsu Shima,129゜ 36’,32゜ 55’,Island
5433,松島,まつしま,Matsu Shima,133゜ 09’,36゜ 06’,Island
,松原海山,まつばらかいざん,Matsubara Kaizan,145゜ 30’,27゜ 30’,Undersea feature
5135,松原市,まつばらし,Matsubara Shi,135゜ 33’,34゜ 34’,Municipality
5339,松伏町,まつぶしまち,Matsubushi Machi,139゜ 48’,35゜ 55’,Municipality
4932,松田川,まつだがわ,Matsuda Gawa,132゜ 42’,33゜ 01’,River
5339,松田町,まつだまち,Matsuda Machi,139゜ 08’,35゜ 20’,Municipality
5339,松戸市,まつどし,Matsudo Shi,139゜ 54’,35゜ 47’,Municipality
5333,松江市,まつえし,Matsue Shi,133゜ 02’,35゜ 28’,Municipality
5337,松川町,まつかわまち,Matsukawa Machi,137゜ 54’,35゜ 35’,Municipality
5437,松川村,まつかわむら,Matsukawa Mura,137゜ 51’,36゜ 25’,Municipality
6240,松前町,まつまえちょう,Matsumae Cho,140゜ 06’,41゜ 25’,Municipality
6240,松前半島,まつまえはんとう,Matsumae Hanto,140゜ 12’,41゜ 45’,Extensive natural featur
5437,松本市,まつもとし,Matsumoto Shi,137゜ 58’,36゜ 14’,Municipality
4932,松野町,まつのちょう,Matsuno Cho,132゜ 42’,33゜ 13’,Municipality
5136,松阪市,まつさかし,Matsusaka Shi,136゜ 31’,34゜ 34’,Municipality
5134,松茂町,まつしげちょう,Matsushige Cho,134゜ 34’,34゜ 08’,Municipality
4830,松島,まつしま,Matsushima,130゜ 25’,32゜ 30’,Populated area
5741,松島町,まつしままち,Matsushima Machi,141゜ 04’,38゜ 22’,Municipality
5438,松代,まつしろ,Matsushiro,138゜ 12’,36゜ 33’,Populated area
5029,松浦川,まつうらがわ,Matsuura Gawa,129゜ 59’,33゜ 25’,River
5029,松浦市,まつうらし,Matsuura Shi,129゜ 42’,33゜ 20’,Municipality
5032,松山市,まつやまし,Matsuyama Shi,132゜ 45’,33゜ 50’,Municipality
5238,松崎町,まつざきちょう,Matsuzaki Cho,138゜ 46’,34゜ 45’,Municipality
5235,摩耶山,まやさん,Maya San,135゜ 12’,34゜ 43’,Mountain
5337,馬瀬川,まぜがわ,Maze Gawa,137゜ 10’,35゜ 50’,River
4728,女島,めしま,Me Shima,128゜ 21’,31゜ 59’,Island
6544,雌阿寒岳,めあかんだけ,Meakan Dake,144゜ 00’,43゜ 23’,Mountain
5134,女木島,めぎじま,Megi Jima,134゜ 03’,34゜ 23’,Island
3942,姪島,めいじま,Mei Jima,142゜ 13’,26゜ 33’,Island
5136,明和町,めいわちょう,Meiwa Cho,136゜ 37’,34゜ 32’,Municipality
5439,明和町,めいわまち,Meiwa Machi,139゜ 32’,36゜ 12’,Municipality
,明洋海山,めいようかいざん,Meiyo Kaizan,136゜ 58’,39゜ 06’,Undersea feature
,明洋堆,めいようたい,Meiyo Tai,132゜ 03’,37゜ 10’,Undersea feature
,明洋第２海山,めいようだいにかいざん,Meiyo-Daini Kaizan,137゜ 42’,39゜ 36’,Undersea feature
,明洋第３海山,めいようだいさんかいざん,Meiyo-Daisan Kaizan,137゜ 56’,40゜ 10’,Undersea feature
6443,芽室町,めむろちょう,Memuro Cho,143゜ 03’,42゜ 54’,Municipality
6442,芽室岳,めむろだけ,Memuro Dake,142゜ 46’,42゜ 52’,Mountain
5132,弥山,みせん,Mi Sen,132゜ 19’,34゜ 16’,Mountain
5231,見島,みしま,Mi Shima,131゜ 08’,34゜ 46’,Island
5338,三峰川,みぶがわ,Mibu Gawa,138゜ 00’,35゜ 49’,River
5439,壬生町,みぶまち,Mibu Machi,139゜ 48’,36゜ 25’,Municipality
5232,美土里,みどり,Midori,132゜ 37’,34゜ 43’,Populated area
5439,みどり市,みどりし,Midori Shi,139゜ 16’,36゜ 23’,Municipality
4930,緑川,みどりかわ,Midorikawa,130゜ 35’,32゜ 42’,River
5236,三重県,みえけん,Mie Ken,136゜ 30’,34゜ 43’,Municipality
4930,御船町,みふねまち,Mifune Machi,130゜ 48’,32゜ 42’,Municipality
5036,御浜町,みはまちょう,Mihama Cho,136゜ 02’,33゜ 48’,Municipality
5035,美浜町,みはまちょう,Mihama Cho,135゜ 07’,33゜ 53’,Municipality
5236,美浜町,みはまちょう,Mihama Cho,136゜ 54’,34゜ 46’,Municipality
5335,美浜町,みはまちょう,Mihama Cho,135゜ 56’,35゜ 36’,Municipality
4932,三原村,みはらむら,Mihara Mura,132゜ 50’,32゜ 54’,Municipality
5133,三原市,みはらし,Mihara Shi,133゜ 04’,34゜ 23’,Municipality
5239,三原山,みはらやま,Mihara Yama,139゜ 23’,34゜ 43’,Mountain
5640,三春町,みはるまち,Miharu Machi,140゜ 29’,37゜ 26’,Municipality
5440,美浦村,みほむら,Miho Mura,140゜ 18’,36゜ 00’,Municipality
5333,美保湾,みほわん,Miho Wan,133゜ 19’,35゜ 30’,Sea Area
5539,未丈ガ岳,みじょうがたけ,Mijogatake,139゜ 11’,37゜ 10’,Mountain
5639,御神楽岳,みかぐらだけ,Mikagura Dake,139゜ 25’,37゜ 31’,Mountain
5032,三瓶,みかめ,Mikame,132゜ 25’,33゜ 22’,Populated area
6441,三笠市,みかさし,Mikasa Shi,141゜ 52’,43゜ 14’,Municipality
5839,三川町,みかわまち,Mikawa Machi,139゜ 50’,38゜ 47’,Municipality
5237,三河湾,みかわわん,Mikawa Wan,137゜ 07’,34゜ 43’,Sea Area
5134,三木町,みきちょう,Miki Cho,134゜ 08’,34゜ 16’,Municipality
5234,三木市,みきし,Miki Shi,134゜ 59’,34゜ 47’,Municipality
5036,三木崎,みきざき,Miki Zaki,136゜ 16’,33゜ 57’,Cape
5138,神子元島,みこもとじま,Mikomoto Jima,138゜ 56’,34゜ 34’,Island
5338,三国山,みくにやま,Mikuni Yama,138゜ 42’,35゜ 59’,Mountain
5538,三国山,みくにやま,Mikuni Yama,138゜ 49’,36゜ 46’,Mountain
6543,三国山,みくにやま,Mikuni Yama,143゜ 08’,43゜ 35’,Mountain
5039,御蔵島,みくらじま,Mikura Jima,139゜ 35’,33゜ 51’,Island
5039,御蔵島村,みくらじまむら,Mikurajima Mura,139゜ 35’,33゜ 53’,Municipality
5134,美馬市,みまし,Mima Shi,134゜ 10’,34゜ 03’,Municipality
5234,美作市,みまさかし,Mimasaka Shi,134゜ 08’,35゜ 00’,Municipality
4731,三股町,みまたちょう,Mimata Cho,131゜ 07’,31゜ 43’,Municipality
4831,耳川,みみがわ,Mimi Gawa,131゜ 37’,32゜ 19’,River
4831,美々津,みみつ,Mimitsu,131゜ 35’,32゜ 19’,Populated area
5234,三室山,みむろやま,Mimuro Yama,134゜ 27’,35゜ 14’,Mountain
5035,みなべ町,みなべちょう,Minabe Cho,135゜ 19’,33゜ 46’,Municipality
5538,みなかみ町,みなかみまち,Minakami Machi,138゜ 59’,36゜ 40’,Municipality
4830,水俣市,みなまたし,Minamata Shi,130゜ 24’,32゜ 12’,Municipality
5034,美波町,みなみちょう,Minami Cho,134゜ 32’,33゜ 44’,Municipality
5438,南相木村,みなみあいきむら,Minamiaiki Mura,138゜ 32’,36゜ 02’,Municipality
5539,南会津町,みなみあいづまち,Minamiaizu Machi,139゜ 46’,37゜ 12’,Municipality
5338,南アルプス市,みなみあるぷすし,Minami-alps Shi,138゜ 27’,35゜ 36’,Municipality
5239,南足柄市,みなみあしがらし,Minamiashigara Shi,139゜ 06’,35゜ 19’,Municipality
4931,南阿蘇村,みなみあそむら,Minamiaso Mura,131゜ 01’,32゜ 49’,Municipality
5134,南あわじ市,みなみあわじし,Minamiawaji Shi,134゜ 46’,34゜ 17’,Municipality
5239,南房総市,みなみぼうそうし,Minamiboso Shi,139゜ 50’,35゜ 02’,Municipality
5236,南知多町,みなみちたちょう,Minamichita Cho,136゜ 55’,34゜ 42’,Municipality
3831,南大東島,みなみだいとうじま,Minamidaito Jima,131゜ 16’,25゜ 50’,Island
3831,南大東村,みなみだいとうそん,Minamidaito Son,131゜ 13’,25゜ 49’,Municipality
5336,南越前町,みなみえちぜんちょう,Minamiechizen Cho,136゜ 11’,35゜ 50’,Municipality
6442,南富良野町,みなみふらのちょう,Minamifurano Cho,142゜ 34’,43゜ 09’,Municipality
,南日吉海山,みなみひよしかいざん,Minami-Hiyoshi Kaizan,141゜ 56’,23゜ 30’,Undersea feature
3641,南硫黄島,みなみいおうとう,Minamiio To,141゜ 27’,24゜ 14’,Island
5136,南伊勢町,みなみいせちょう,Minamiise Cho,136゜ 42’,34゜ 21’,Municipality
5138,南伊豆町,みなみいずちょう,Minamiizu Cho,138゜ 51’,34゜ 39’,Municipality
4042,南島,みなみじま,Minamijima,142゜ 10’,27゜ 02’,Island
,南高鵬海山,みなみこうほうかいざん,Minami-Koho Kaizan,135゜ 48’,26゜ 14’,Undersea feature
5438,南牧村,みなみまきむら,Minamimaki Mura,138゜ 29’,36゜ 01’,Municipality
5337,南箕輪村,みなみみのわむら,Minamiminowa Mura,137゜ 58’,35゜ 52’,Municipality
4931,南小国町,みなみおぐにまち,Minamioguni Machi,131゜ 04’,33゜ 05’,Municipality
4630,南大隅町,みなみおおすみちょう,Minamiosumi Cho,130゜ 46’,31゜ 13’,Municipality
5841,南三陸町,みなみさんりくちょう,Minamisanriku Cho,141゜ 26’,38゜ 40’,Municipality
4730,南さつま市,みなみさつまし,Minamisatsuma Shi,130゜ 19’,31゜ 25’,Municipality
4830,南島原市,みなみしまばらし,Minamishimabara Shi,130゜ 17’,32゜ 39’,Municipality
5640,南相馬市,みなみそうまし,Minamisoma Shi,140゜ 57’,37゜ 38’,Municipality
4530,南種子町,みなみたねちょう,Minamitane Cho,130゜ 54’,30゜ 24’,Municipality
3653,南鳥島,みなみとりしま,Minamitori Shima,153゜ 58’,24゜ 17’,Island
5538,南魚沼市,みなみうおぬまし,Minamiuonuma Shi,138゜ 52’,37゜ 03’,Municipality
5235,南山城村,みなみやましろむら,Minamiyamashiro Mura,135゜ 59’,34゜ 46’,Municipality
5439,皆野町,みなのまち,Minano Machi,139゜ 05’,36゜ 04’,Municipality
5840,皆瀬川,みなせがわ,Minase Gawa,140゜ 34’,39゜ 07’,River
5129,峰,みね,Mine,129゜ 19’,34゜ 28’,Populated area
5131,美祢市,みねし,Mine Shi,131゜ 12’,34゜ 10’,Municipality
3724,水納島,みんなしま,Minna Shima,124゜ 41’,24゜ 44’,Island
5336,美濃市,みのし,Mino Shi,136゜ 54’,35゜ 32’,Municipality
5338,身延町,みのぶちょう,Minobu Cho,138゜ 26’,35゜ 28’,Municipality
5338,身延山,みのぶさん,Minobu San,138゜ 24’,35゜ 23’,Mountain
5238,身延山地,みのぶさんち,Minobu Sanchi,138゜ 16’,35゜ 03’,Extensive natural featur
5337,美濃加茂市,みのかもし,Minokamo Shi,137゜ 00’,35゜ 26’,Municipality
5237,美濃三河高原,みのみかわこうげん,Mino-mikawa Kogen,137゜ 24’,35゜ 15’,Extensive natural featur
5235,箕面市,みのおし,Minoo Shi,135゜ 28’,34゜ 49’,Municipality
5337,箕輪町,みのわまち,Minowa Machi,137゜ 58’,35゜ 54’,Municipality
5739,三面川,みおもてがわ,Miomote Gawa,139゜ 26’,38゜ 14’,River
5232,三良坂,みらさか,Mirasaka,132゜ 57’,34゜ 45’,Populated area
5032,三坂峠,みさかとうげ,Misaka Toge,132゜ 51’,33゜ 42’,Pass
5338,御坂山,みさかやま,Misaka Yama,138゜ 46’,35゜ 33’,Mountain
4932,三崎,みさき,Misaki,132゜ 52’,32゜ 47’,Populated area
5133,三崎,みさき,Misaki,133゜ 33’,34゜ 15’,Cape
5233,美咲町,みさきちょう,Misaki Cho,133゜ 57’,34゜ 59’,Municipality
5135,岬町,みさきちょう,Misaki Cho,135゜ 08’,34゜ 19’,Municipality
5333,三朝町,みささちょう,Misasa Cho,133゜ 51’,35゜ 24’,Municipality
4831,美郷町,みさとちょう,Misato Cho,131゜ 25’,32゜ 26’,Municipality
5232,美郷町,みさとちょう,Misato Cho,132゜ 35’,35゜ 04’,Municipality
5940,美郷町,みさとちょう,Misato Cho,140゜ 32’,39゜ 25’,Municipality
4830,美里町,みさとまち,Misato Machi,130゜ 47’,32゜ 38’,Municipality
5439,美里町,みさとまち,Misato Machi,139゜ 10’,36゜ 10’,Municipality
5741,美里町,みさとまち,Misato Machi,141゜ 03’,38゜ 32’,Municipality
5339,三郷市,みさとし,Misato Shi,139゜ 52’,35゜ 49’,Municipality
6141,三沢市,みさわし,Misawa Shi,141゜ 22’,40゜ 41’,Municipality
5639,三島町,みしままち,Mishima Machi,139゜ 38’,37゜ 28’,Municipality
4730,三島村,みしまむら,Mishima Mura,130゜ 33’,31゜ 35’,Municipality
5238,三島市,みしまし,Mishima Shi,138゜ 55’,35゜ 07’,Municipality
5339,三鷹市,みたかし,Mitaka Shi,139゜ 33’,35゜ 41’,Municipality
5337,御嵩町,みたけちょう,Mitake Cho,137゜ 07’,35゜ 26’,Municipality
6040,三種町,みたねちょう,Mitane Cho,140゜ 00’,40゜ 06’,Municipality
5131,美東町,みとうちょう,Mito Cho,131゜ 20’,34゜ 13’,Municipality
5237,御津町,みとちょう,Mito Cho,137゜ 18’,34゜ 49’,Municipality
5339,三頭山,みとうさん,Mito San,139゜ 00’,35゜ 44’,Mountain
5440,水戸市,みとし,Mito Shi,140゜ 28’,36゜ 21’,Municipality
5133,三豊市,みとよし,Mitoyo Shi,133゜ 41’,34゜ 08’,Municipality
5136,御杖村,みつえむら,Mitsue Mura,136゜ 09’,34゜ 29’,Municipality
5234,三石,みついし,Mitsuishi,134゜ 16’,34゜ 48’,Populated area
5638,見附市,みつけし,Mitsuke Shi,138゜ 54’,37゜ 31’,Municipality
5437,三俣蓮華岳,みつまたれんげだけ,Mitsumatarenge Dake,137゜ 34’,36゜ 23’,Mountain
5229,三ツ島,みつしま,Mitsushima,129゜ 26’,34゜ 43’,Island
5129,美津島,みつしま,Mitsushima,129゜ 18’,34゜ 15’,Populated area
5338,三ツ峠山,みつとうげやま,Mitsutoge Yama,138゜ 48’,35゜ 32’,Mountain
5239,三浦半島,みうらはんとう,Miura Hanto,139゜ 38’,35゜ 15’,Extensive natural featur
5239,三浦市,みうらし,Miura Shi,139゜ 37’,35゜ 08’,Municipality
5236,美和町,みわちょう,Miwa Cho,136゜ 47’,35゜ 12’,Municipality
5136,宮川,みやがわ,Miya Gawa,136゜ 43’,34゜ 32’,River
5437,宮川,みやがわ,Miya Gawa,137゜ 11’,36゜ 24’,River
5337,宮田村,みやだむら,Miyada Mura,137゜ 56’,35゜ 46’,Municipality
3927,宮城島,みやぎじま,Miyagi Jima,127゜ 57’,26゜ 21’,Island
5740,宮城県,みやぎけん,Miyagi Ken,140゜ 52’,38゜ 16’,Municipality
5135,三宅町,みやけちょう,Miyake Cho,135゜ 46’,34゜ 34’,Municipality
5139,三宅島,みやけじま,Miyake Jima,139゜ 30’,34゜ 04’,Island
5139,三宅村,みやけむら,Miyake Mura,139゜ 33’,34゜ 04’,Municipality
4930,みやき町,みやきちょう,Miyaki Cho,130゜ 27’,33゜ 19’,Municipality
3725,宮古島,みやこじま,Miyako Jima,125゜ 17’,24゜ 46’,Island
5030,みやこ町,みやこまち,Miyako Machi,130゜ 55’,33゜ 41’,Municipality
3725,宮古列島,みやこれっとう,Miyako Retto,125゜ 01’,24゜ 53’,Extensive natural featur
5941,宮古市,みやこし,Miyako Shi,141゜ 57’,39゜ 38’,Municipality
3725,宮古島市,みやこじまし,Miyakojima Shi,125゜ 16’,24゜ 48’,Municipality
4731,都城市,みやこのじょうし,Miyakonojo Shi,131゜ 03’,31゜ 43’,Municipality
4930,みやま市,みやまし,Miyama Shi,130゜ 28’,33゜ 09’,Municipality
4530,宮之浦岳,みやのうらだけ,Miyanoura Dake,130゜ 29’,30゜ 20’,Mountain
5439,宮代町,みやしろまち,Miyashiro Machi,139゜ 43’,36゜ 01’,Municipality
5139,宮塚山,みやつかやま,Miyatsuka Yama,139゜ 16’,34゜ 31’,Mountain
5030,宮若市,みやわかし,Miyawaka Shi,130゜ 40’,33゜ 43’,Municipality
4731,宮崎県,みやざきけん,Miyazaki Ken,131゜ 25’,31゜ 54’,Municipality
4731,宮崎市,みやざきし,Miyazaki Shi,131゜ 25’,31゜ 54’,Municipality
5135,宮崎ノ鼻,みやざきのはな,Miyazakinohana,135゜ 04’,34゜ 04’,Cape
5335,宮津市,みやづし,Miyazu Shi,135゜ 11’,35゜ 32’,Municipality
5237,三好町,みよしちょう,Miyoshi Cho,137゜ 04’,35゜ 05’,Municipality
5339,三芳町,みよしまち,Miyoshi Machi,139゜ 31’,35゜ 49’,Municipality
5133,三好市,みよしし,Miyoshi Shi,133゜ 48’,34゜ 01’,Municipality
5232,三次市,みよしし,Miyoshi Shi,132゜ 51’,34゜ 48’,Municipality
5438,御代田町,みよたまち,Miyota Machi,138゜ 30’,36゜ 19’,Municipality
5338,瑞牆山,みずがきやま,Mizugaki Yama,138゜ 35’,35゜ 53’,Mountain
5537,水橋,みずはし,Mizuhashi,137゜ 18’,36゜ 45’,Populated area
5339,瑞穂町,みずほまち,Mizuho Machi,139゜ 21’,35゜ 46’,Municipality
5336,瑞穂市,みずほし,Mizuho Shi,136゜ 41’,35゜ 23’,Municipality
4831,水上村,みずかみむら,Mizukami Mura,131゜ 00’,32゜ 18’,Municipality
5030,水巻町,みずまきまち,Mizumaki Machi,130゜ 41’,33゜ 51’,Municipality
5337,瑞浪市,みずなみし,Mizunami Shi,137゜ 15’,35゜ 21’,Municipality
4932,水ノ子島,みずのこじま,Mizunoko Jima,132゜ 10’,33゜ 02’,Island
5340,茂原市,もばらし,Mobara Shi,140゜ 17’,35゜ 25’,Municipality
6643,藻鼈川,もべつがわ,Mobetsu Gawa,143゜ 23’,44゜ 19’,River
5839,最上川,もがみがわ,Mogami Gawa,139゜ 47’,38゜ 55’,River
5840,最上町,もがみまち,Mogami Machi,140゜ 31’,38゜ 45’,Municipality
,最上舟状海盆,もがみしゅうじょうかいぼん,Mogami Shujokaibon,139゜ 15’,39゜ 14’,Undersea feature
4929,茂木,もぎ,Mogi,129゜ 54’,32゜ 41’,Populated area
6441,藻岩山,もいわやま,Moiwa Yama,141゜ 18’,43゜ 01’,Mountain
5030,門司,もじ,Moji,130゜ 58’,33゜ 56’,Populated area
6240,設計山,もっけやま,Mokke Yama,140゜ 28’,41゜ 55’,Mountain
6544,藻琴川,もことがわ,Mokoto Gawa,144゜ 19’,43゜ 58’,River
6544,藻琴山,もことやま,Mokoto Yama,144゜ 19’,43゜ 42’,Mountain
6643,紋別市,もんべつし,Monbetsu Shi,143゜ 21’,44゜ 21’,Municipality
5033,物部川,ものべがわ,Monobe Gawa,133゜ 55’,33゜ 42’,River
5234,物見峠,ものみとうげ,Monomi Toge,134゜ 09’,35゜ 13’,Pass
5438,物見山,ものみやま,Monomi Yama,138゜ 35’,36゜ 14’,Mountain
5841,物見山,ものみやま,Monomi Yama,141゜ 24’,39゜ 12’,Mountain
6141,物見崎,ものみざき,Monomi Zaki,141゜ 24’,41゜ 07’,Cape
5440,真岡市,もおかし,Mooka Shi,140゜ 00’,36゜ 26’,Municipality
6643,藻興部川,もおこっぺがわ,Mookoppe Gawa,143゜ 09’,44゜ 27’,River
5237,森町,もりまち,Mori Machi,137゜ 55’,34゜ 50’,Municipality
6340,森町,もりまち,Mori Machi,140゜ 34’,42゜ 06’,Municipality
5235,守口市,もりぐちし,Moriguchi Shi,135゜ 33’,34゜ 44’,Municipality
5941,盛岡市,もりおかし,Morioka Shi,141゜ 09’,39゜ 42’,Municipality
5339,守谷市,もりやし,Moriya Shi,139゜ 58’,35゜ 57’,Municipality
5235,守山市,もりやまし,Moriyama Shi,135゜ 59’,35゜ 03’,Municipality
5940,森吉山,もりよしざん,Moriyoshi Zan,140゜ 32’,39゜ 58’,Mountain
4831,諸塚村,もろつかそん,Morotsuka Son,131゜ 19’,32゜ 30’,Municipality
4831,諸塚山,もろつかやま,Morotsuka Yama,131゜ 17’,32゜ 38’,Mountain
5339,毛呂山町,もろやままち,Moroyama Machi,139゜ 18’,35゜ 56’,Municipality
5236,師崎,もろざき,Morozaki,136゜ 57’,34゜ 41’,Populated area
6541,妹背牛町,もせうしちょう,Moseushi Cho,141゜ 57’,43゜ 42’,Municipality
5440,茂木町,もてぎまち,Motegi Machi,140゜ 11’,36゜ 31’,Municipality
5339,元荒川,もとあらかわ,Moto-arakawa,139゜ 43’,35゜ 56’,River
3927,本部町,もとぶちょう,Motobu Cho,127゜ 53’,26゜ 39’,Municipality
5640,本宮市,もとみやし,Motomiya Shi,140゜ 23’,37゜ 30’,Municipality
5340,本埜村,もとのむら,Motono Mura,140゜ 12’,35゜ 49’,Municipality
5438,本白根山,もとしらねさん,Motoshirane San,138゜ 31’,36゜ 37’,Mountain
5338,本栖湖,もとすこ,Motosu Ko,138゜ 34’,35゜ 27’,Lake
5336,本巣市,もとすし,Motosu Shi,136゜ 40’,35゜ 28’,Municipality
6342,元浦川,もとうらかわ,Motoura Kawa,142゜ 40’,42゜ 11’,River
5033,本山町,もとやまちょう,Motoyama Cho,133゜ 35’,33゜ 45’,Municipality
5031,本山岬,もとやまみさき,Motoyama Misaki,131゜ 10’,33゜ 55’,Cape
5841,本吉町,もとよしちょう,Motoyoshi Cho,141゜ 30’,38゜ 47’,Municipality
6339,茂津多岬,もったみさき,Motta Misaki,139゜ 48’,42゜ 36’,Cape
6848,茂世路,もよろ,Moyoro,148゜ 49’,45゜ 25’,Populated area
6848,茂世路嶽,もよろだけ,Moyoro Dake,148゜ 49’,45゜ 23’,Mountain
6341,鵡川,むかわ,Mu Kawa,141゜ 55’,42゜ 33’,River
5034,牟岐町,むぎちょう,Mugi Cho,134゜ 25’,33゜ 40’,Municipality
5438,麦草峠,むぎくさとうげ,Mugikusa Toge,138゜ 20’,36゜ 03’,Pass
6441,無意根山,むいねやま,Muine Yama,141゜ 02’,42゜ 55’,Mountain
6543,無加川,むかがわ,Muka Gawa,143゜ 33’,43゜ 46’,River
5132,向原,むかいばら,Mukaibara,132゜ 43’,34゜ 37’,Populated area
6341,むかわ町,むかわちょう,Mukawa Cho,141゜ 55’,42゜ 34’,Municipality
5235,武庫川,むこがわ,Muko Gawa,135゜ 22’,34゜ 41’,River
3942,向島,むこうじま,Muko Jima,142゜ 07’,26゜ 35’,Island
4142,聟島,むこじま,Muko Jima,142゜ 07’,27゜ 41’,Island
5235,向日市,むこうし,Muko Shi,135゜ 41’,34゜ 56’,Municipality
